0.00500501,1
0.01001,0.994516
0.015015,0.988082
0.02002,0.980717
0.025025,0.972435
0.03003,0.963254
0.035035,0.953193
0.04004,0.942271
0.045045,0.930507
0.0500501,0.917921
0.0550551,0.904535
0.0600601,0.89037
0.0650651,0.875447
0.0700701,0.85979
0.0750751,0.843421
0.0800801,0.826365
0.0850851,0.808644
0.0900901,0.790285
0.0950951,0.771311
0.1001,0.751748
0.105105,0.731621
0.11011,0.710957
0.115115,0.689781
0.12012,0.66812
0.125125,0.646001
0.13013,0.623451
0.135135,0.600496
0.14014,0.577164
0.145145,0.553482
0.15015,0.529478
0.155155,0.505178
0.16016,0.480611
0.165165,0.455804
0.17017,0.430784
0.175175,0.405579
0.18018,0.380215
0.185185,0.354721
0.19019,0.329123
0.195195,0.303447
0.2002,0.277721
0.205205,0.251972
0.21021,0.226224
0.215215,0.200505
0.22022,0.174839
0.225225,0.149253
0.23023,0.123771
0.235235,0.0984184
0.24024,0.0732187
0.245245,0.0481961
0.25025,0.0233741
0.255255,-0.00122426
0.26026,-0.0255764
0.265265,-0.0496601
0.27027,-0.0734539
0.275275,-0.0969366
0.28028,-0.120088
0.285285,-0.142887
0.29029,-0.165315
0.295295,-0.187353
0.3003,-0.208982
0.305305,-0.230185
0.31031,-0.250945
0.315315,-0.271245
0.32032,-0.291069
0.325325,-0.310402
0.33033,-0.329229
0.335335,-0.347536
0.34034,-0.365311
0.345345,-0.38254
0.35035,-0.399211
0.355355,-0.415314
0.36036,-0.430837
0.365365,-0.445771
0.37037,-0.460107
0.375375,-0.473835
0.38038,-0.486949
0.385385,-0.499441
0.39039,-0.511305
0.395395,-0.522534
0.4004,-0.533125
0.405405,-0.543072
0.41041,-0.552373
0.415415,-0.561023
0.42042,-0.569022
0.425425,-0.576366
0.43043,-0.583056
0.435435,-0.589092
0.44044,-0.594472
0.445445,-0.5992
0.45045,-0.603276
0.455455,-0.606702
0.46046,-0.609483
0.465465,-0.611621
0.47047,-0.61312
0.475475,-0.613986
0.48048,-0.614224
0.485485,-0.61384
0.49049,-0.612841
0.495495,-0.611233
0.500501,-0.609025
0.505506,-0.606224
0.510511,-0.60284
0.515516,-0.598881
0.520521,-0.594357
0.525526,-0.589279
0.530531,-0.583657
0.535536,-0.577502
0.540541,-0.570826
0.545546,-0.56364
0.550551,-0.555957
0.555556,-0.54779
0.560561,-0.539152
0.565566,-0.530056
0.570571,-0.520515
0.575576,-0.510545
0.580581,-0.500159
0.585586,-0.489371
0.590591,-0.478198
0.595596,-0.466653
0.600601,-0.454752
0.605606,-0.442512
0.610611,-0.429946
0.615616,-0.417072
0.620621,-0.403906
0.625626,-0.390463
0.630631,-0.37676
0.635636,-0.362814
0.640641,-0.348641
0.645646,-0.334257
0.650651,-0.319678
0.655656,-0.304923
0.660661,-0.290007
0.665666,-0.274947
0.670671,-0.25976
0.675676,-0.244462
0.680681,-0.229069
0.685686,-0.213599
0.690691,-0.198068
0.695696,-0.182491
0.700701,-0.166885
0.705706,-0.151267
0.710711,-0.135651
0.715716,-0.120054
0.720721,-0.104491
0.725726,-0.088978
0.730731,-0.0735296
0.735736,-0.0581609
0.740741,-0.0428866
0.745746,-0.0277212
0.750751,-0.0126788
0.755756,0.00222652
0.760761,0.0169811
0.765766,0.0315717
0.770771,0.045985
0.775776,0.0602085
0.780781,0.0742295
0.785786,0.0880359
0.790791,0.101616
0.795796,0.114958
0.800801,0.128052
0.805806,0.140886
0.810811,0.15345
0.815816,0.165734
0.820821,0.177728
0.825826,0.189424
0.830831,0.200812
0.835836,0.211884
0.840841,0.222632
0.845846,0.233049
0.850851,0.243126
0.855856,0.252858
0.860861,0.262238
0.865866,0.27126
0.870871,0.279918
0.875876,0.288208
0.880881,0.296124
0.885886,0.303663
0.890891,0.31082
0.895896,0.317593
0.900901,0.323978
0.905906,0.329972
0.910911,0.335573
0.915916,0.340781
0.920921,0.345592
0.925926,0.350007
0.930931,0.354025
0.935936,0.357646
0.940941,0.36087
0.945946,0.363698
0.950951,0.366131
0.955956,0.36817
0.960961,0.369817
0.965966,0.371075
0.970971,0.371946
0.975976,0.372433
0.980981,0.37254
0.985986,0.372269
0.990991,0.371626
0.995996,0.370614
1.001,0.369239
1.00601,0.367504
1.01101,0.365416
1.01602,0.362981
1.02102,0.360203
1.02603,0.357089
1.03103,0.353647
1.03604,0.349882
1.04104,0.345801
1.04605,0.341412
1.05105,0.336723
1.05606,0.33174
1.06106,0.326473
1.06607,0.320928
1.07107,0.315115
1.07608,0.309042
1.08108,0.302718
1.08609,0.296151
1.09109,0.289351
1.0961,0.282327
1.1011,0.275088
1.10611,0.267643
1.11111,0.260003
1.11612,0.252176
1.12112,0.244173
1.12613,0.236004
1.13113,0.227677
1.13614,0.219204
1.14114,0.210594
1.14615,0.201858
1.15115,0.193005
1.15616,0.184045
1.16116,0.174989
1.16617,0.165846
1.17117,0.156627
1.17618,0.147342
1.18118,0.138001
1.18619,0.128614
1.19119,0.11919
1.1962,0.10974
1.2012,0.100274
1.20621,0.0908004
1.21121,0.0813297
1.21622,0.0718714
1.22122,0.0624347
1.22623,0.053029
1.23123,0.0436635
1.23624,0.0343472
1.24124,0.0250891
1.24625,0.0158979
1.25125,0.00678215
1.25626,-0.00224962
1.26126,-0.0111892
1.26627,-0.0200284
1.27127,-0.0287593
1.27628,-0.0373743
1.28128,-0.0458658
1.28629,-0.0542265
1.29129,-0.0624491
1.2963,-0.0705269
1.3013,-0.078453
1.30631,-0.0862211
1.31131,-0.0938248
1.31632,-0.101258
1.32132,-0.108515
1.32633,-0.115591
1.33133,-0.122479
1.33634,-0.129175
1.34134,-0.135674
1.34635,-0.141972
1.35135,-0.148063
1.35636,-0.153945
1.36136,-0.159612
1.36637,-0.165062
1.37137,-0.170292
1.37638,-0.175297
1.38138,-0.180076
1.38639,-0.184625
1.39139,-0.188943
1.3964,-0.193028
1.4014,-0.196877
1.40641,-0.200489
1.41141,-0.203862
1.41642,-0.206997
1.42142,-0.209891
1.42643,-0.212545
1.43143,-0.214958
1.43644,-0.21713
1.44144,-0.219061
1.44645,-0.220752
1.45145,-0.222204
1.45646,-0.223417
1.46146,-0.224392
1.46647,-0.225132
1.47147,-0.225637
1.47648,-0.225909
1.48148,-0.225951
1.48649,-0.225764
1.49149,-0.225351
1.4965,-0.224715
1.5015,-0.223859
1.50651,-0.222785
1.51151,-0.221498
1.51652,-0.22
1.52152,-0.218294
1.52653,-0.216386
1.53153,-0.214278
